,BHK,Price,Area,Location,Bathrooms,Balcony,Facing,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Others_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,LogPrice
184,2,8000000.0,958.0,"Bansdroni, Kolkata",2,1,South-East,3.0,4.0,0,0,0,0,0,12.5,2,2,5,1,0,1,0,0,0,1,0,1,0,0,0,15.894952224644102
185,3,13500000.0,1200.0,"Sector 3 Salt Lake, Kolkata",2,1,Missing,1.0,4.0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41820031748273
186,3,10700000.0,1665.0,"EM Bypass, Kolkata South",2,1,South-East,7.0,11.0,0,0,0,0,0,7.5,2,2,4,1,1,0,0,1,1,1,0,0,1,0,0,16.185754392890075
187,2,12500000.0,1116.0,"Park Street, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,7.5,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,16.341239282272525
188,3,9000000.0,1450.0,"Uttarpara, Hooghly",2,2,South-East,3.0,11.0,0,0,0,0,0,0.5,1,2,5,1,0,0,0,0,0,1,1,0,1,0,0,16.012735246411598
189,3,6000000.0,1337.0,"Action Area 3, Kolkata",2,1,North-East,3.0,4.0,0,0,0,0,0,3.0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,15.607270193858982
190,3,12000000.0,1345.0,"Alipore, Kolkata",2,1,Missing,2.0,5.0,1,0,1,0,0,12.5,0,2,6,1,1,1,1,0,1,0,0,1,0,0,0,16.300417291085605
191,3,4900000.0,1120.0,"Behala, Kolkata",2,1,North,2.0,3.0,0,0,0,0,0,12.5,0,0,3,1,1,1,0,1,1,0,1,1,1,0,0,15.404745967162468
192,2,2800000.0,809.0,"Rajarhat, Kolkata",2,1,South-East,4.0,5.0,0,1,0,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,1,1,0,0,14.845130332288226
193,4,20299999.999999996,1700.0,"Pratapaditya, Sarat Bose Road",3,1,East,2.0,4.0,0,0,0,0,0,12.5,1,0,2,1,1,1,0,1,1,0,0,1,0,0,0,16.8261314932731
194,3,41000000.0,2550.0,"EM Bypass, Kolkata South",3,2,Missing,4.0,45.0,0,0,0,0,0,-1.42,2,0,2,1,0,0,0,0,0,0,1,0,1,0,0,17.529082649058825
195,1,2200000.0,567.0,"Behala, Kolkata",1,1,Missing,3.0,4.0,0,0,0,0,0,12.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14.603968372873895
196,2,4600000.0,632.0,"Serampore, Hooghly",2,1,South,9.0,22.0,0,0,0,0,0,3.0,0,2,4,1,1,1,1,1,1,1,1,0,1,0,0,15.341567078850604
197,2,1800000.0,500.0,"Boral, Kolkata",1,1,North-West,,,0,0,0,0,0,12.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.403297778421795
198,2,3500000.0,1050.0,"Pratapgarh, Garia",1,1,Missing,,,0,0,0,0,0,12.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.068273812173887
199,2,4200000.0,897.0,"Bara Nagar, Kolkata",2,1,Missing,5.0,5.0,0,0,0,0,0,7.5,2,1,3,1,1,0,1,0,0,1,1,0,1,0,0,15.250595321348806
200,3,24000000.0,1677.0,"Mukundapur, Kolkata",3,1,East,,,0,0,0,1,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.993564429978885
201,2,4500000.0,987.0,"SK Deb Road, South Dumdum",2,1,South,4.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.319588176962746
202,3,8200000.0,1295.0,"Garia, Kolkata",3,1,South,10.0,18.0,0,0,0,0,0,3.0,2,1,8,1,1,0,0,0,0,1,1,1,1,0,0,15.919644834185693
204,3,13500000.0,1400.0,"New Town, Kolkata",2,2,Missing,6.0,13.0,0,0,0,0,0,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41820031748273
205,3,3600000.0,1012.0,"Bijoygarh, Kolkata",2,1,South-East,2.0,3.0,0,0,0,0,0,12.5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15.096444681204078
206,2,4300000.0,720.0,"P Majumder Road, Kolkata",2,1,North-East,2.0,4.0,0,0,0,0,0,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.274125813221904
207,3,3432000.0,1144.0,"Halisahar, Kanchrapara, North 24 Parganas",2,1,North,2.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,15.048654030965238
208,2,4900000.0,1017.0,"Joka, Kolkata South",2,2,Missing,1.0,4.0,0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.404745967162468
209,2,5500000.0,915.0,"Baruipur, Kolkata South",2,1,South,3.0,14.0,0,0,0,0,0,0.5,2,0,4,1,1,1,0,1,1,1,1,0,1,0,0,15.520258832020865
210,2,3500000.0,677.0,"Garia, Kolkata",2,1,South-East,1.0,2.0,0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.068273812173887
211,3,7200000.0,1265.0,"Fartabad, Garia",2,1,North-East,3.0,4.0,0,0,0,0,0,7.5,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,15.789591722875162
212,3,7000000.0,1270.0,"Mahamayatala, Garia",2,1,South-East,3.0,4.0,0,0,0,0,0,12.5,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,15.76142084987672
213,2,2600000.0,780.0,"Bansdroni, Kolkata",2,1,South-East,2.0,2.0,0,1,1,0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77102238760702
214,2,3500000.0,1100.0,"Math Bagan, Sodepur",2,1,Missing,,,0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.068273812173887
215,4,25000000.0,2000.0,"Ballygunge Circular Road, Kolkata",4,3,Missing,1.0,6.0,0,0,0,0,0,12.5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,17.034386422832473
216,2,3200000.0,805.0,"Italgacha, North Dumdum",2,1,Missing,3.0,3.0,0,0,0,0,0,12.5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,14.978661680269907
217,3,6400000.0,1293.0,"Char Park, Kolkata",2,1,South-East,5.0,5.0,0,0,0,0,0,12.5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,15.671808704579888
218,3,8700000.0,1292.0,"Tollygunge, Kolkata",2,0,Missing,8.0,9.0,0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.978833698567334
219,3,6948000.0,1198.0,"Dum Dum Park, Kolkata",2,1,Missing,4.0,7.0,0,0,0,0,0,-0.25,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,15.753964550269432
220,2,3500000.0,980.0,"Baguiati, Kolkata",2,1,Missing,1.0,3.0,0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.068273812173887
221,3,5206000.0,1157.0,"VIP Road, Kolkata",2,1,Missing,2.0,3.0,0,0,0,0,0,-0.25,2,0,6,1,1,1,1,1,1,0,0,1,0,0,0,15.465322556622684
222,2,2700000.0,820.0,"Haridevpur, Putiary, Kolkata",1,1,Missing,1.0,3.0,0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.80876270134486
223,2,4200000.0,838.0,"Bara Nagar, Kolkata",2,1,South,4.0,4.0,0,0,0,0,0,12.5,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,15.250595321348806
224,3,4400000.0,1238.0,"Baguiati, Kolkata",2,1,South,1.0,1.0,0,0,1,0,0,12.5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,15.29711532616119
225,2,4900000.0,1000.0,"Tollygunge, Kolkata",2,2,South-East,5.0,5.0,0,0,0,0,0,12.5,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,15.404745967162468
226,2,3400000.0,899.0,"South Dumdum, Kolkata",2,1,West,3.0,5.0,0,0,0,0,0,3.0,2,1,2,1,1,1,1,0,0,0,0,1,0,0,0,15.039286283703994
227,3,9100000.0,1188.0,"New Town, Kolkata",2,3,South-East,1.0,12.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.02378508137718
228,2,5500000.0,970.0,"Siriti Muchi Para, Diamond Harbour Road",2,1,North-East,1.0,3.0,0,0,0,0,0,12.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.520258832020865
229,2,4000000.0,1050.0,"Lake Town, Kolkata",2,1,East,3.0,4.0,0,0,0,0,0,12.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,15.201805169084134
230,2,6150000.0,795.0,"Jadavpur, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,-0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.631962802384313
231,3,13000000.0,686.0,"New Town, Kolkata",2,2,North,1.0,20.0,0,0,0,0,0,7.5,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,16.380459992348886
232,3,15000000.0,1122.0,"New Town Action area 1A, Kolkata",2,2,South,1.0,4.0,0,1,1,0,0,3.0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,16.52356082573315
233,3,5430000.0,905.0,"Char Park, Kolkata",2,1,West,1.0,4.0,0,1,0,0,0,0.5,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,15.507449876072164
234,2,11000000.0,1075.0,"Chakraberia , Ballygunge",2,1,South,2.0,4.0,0,0,0,0,0,12.5,2,2,3,1,1,1,1,1,0,0,0,1,0,0,0,16.213405921671733
235,3,7200000.0,1110.0,"Rathtala, Kolkata South",2,1,South,1.0,4.0,0,0,0,0,0,7.5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,15.789591722875162
236,3,7300000.0,1380.0,"Saha Para, Fartabad, Garia",2,2,North-East,2.0,4.0,0,0,0,0,0,7.5,2,0,6,1,1,0,1,1,1,1,1,1,1,0,0,15.803385043104912
237,2,4300000.0,950.0,"New Shakuntala Park, Sarsuna, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,12.5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15.274125813221904
238,2,4000000.0,812.0,"Joka, Kolkata South",2,0,South-East,,,0,0,0,0,0,7.5,2,2,3,1,1,1,0,1,1,0,0,1,1,0,0,15.201805169084134
239,2,3000000.0,476.0,"milan tirtha club, Kolkata South",2,0,North,,,0,0,0,0,0,-1.0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,14.914123179965662
240,2,6000000.0,1800.0,"Rajarhat, Kolkata",2,1,South,5.0,5.0,0,0,0,0,0,12.5,2,2,2,1,1,0,0,0,0,1,1,0,1,0,0,15.607270193858982
241,2,5700000.0,823.0,"Sector 3 Salt Lake, Kolkata",2,2,East,,,0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.555976908243359
242,2,4700000.0,1100.0,"Vedic Village, Kolkata",2,1,East,1.0,5.0,0,0,0,0,0,3.0,2,2,0,1,1,1,0,1,1,1,1,0,0,0,0,15.363073279446223
