Unnamed: 0,BHK,Price,Area,Location,Bathrooms,Balcony,Facing,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Others_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,LogPrice,Latitude,Longitude
725,2,6700000.0,850.0,"Shibpur, Howrah",2,1,South-East,1.0,3.0,0,0,0,0,0,3.0,2,2,0,1,0,1,1,1,1,0,1,0,0,0,0,15.717618233614914,22.5685792,88.2942109
726,3,7500000.0,1100.0,"Garia, Kolkata",2,1,Missing,3.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,15.830413711839864,22.4727076,88.3977962
727,2,5000000.0,1035.0,"Dashdrone, Rajarhat",2,1,North-East,6.0,6.0,0,0,0,0,0,3.0,2,2,11,1,1,1,1,1,1,1,1,1,1,0,0,15.424948670398354,22.6313786,88.4424235
728,3,3930000.0,1310.0,"Konnagar, Hooghly",2,2,South-East,2.0,5.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,15.184150238298338,22.69972,88.3519784
729,3,2800000.0,1000.0,"Konnagar, Hooghly",2,1,North-West,4.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.845130332288226,22.69972,88.3519784
730,2,1931000.0,702.0,"Konnagar, Hooghly",2,1,North,5.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.473549079276909,22.69972,88.3519784
732,3,5200000.0,1277.0,"Nayabad, South 24 Parganas",2,1,North-East,2.0,4.0,0,0,0,0,0,3.0,2,0,3,1,0,0,1,0,0,0,0,1,0,0,0,15.46416937585933,22.477646,88.4399813
733,3,6919000.0,1193.0,"Santoshpur, South 24 Parganas",2,1,North-East,2.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,15.749781953010494,22.5240566,88.2710655
734,3,6688000.0,1153.0,"Santoshpur, South 24 Parganas",2,1,South-East,1.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,0,1,0,0,0,1,0,0,0,15.715825583268195,22.5240566,88.2710655
735,3,7041000.0,1214.0,"Santoshpur, South 24 Parganas",2,1,South-East,1.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,15.76726090552654,22.5240566,88.2710655
736,3,6780000.0,1169.0,"Santoshpur, South 24 Parganas",2,2,North-East,2.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.729487807409193,22.5240566,88.2710655
737,3,7000000.0,1465.0,"Santoshpur, South 24 Parganas",2,1,South-East,3.0,4.0,0,0,0,0,0,12.5,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.76142084987672,22.5240566,88.2710655
738,3,8000000.0,1460.0,"Santoshpur, Kolkata",2,2,South-West,2.0,3.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.894952224644102,22.4960484,88.3822296
739,3,7830000.0,1224.0,"Prince Anwar Shah Road, Kolkata",2,1,North-East,1.0,3.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.873473195680898,22.5019776,88.3578139
740,3,4350000.0,1240.0,"Narendrapur, South 24 Parganas",2,2,East,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,15.285686632949895,22.4541674,88.4183764
741,3,7000000.0,1432.0,"Santoshpur, South 24 Parganas",2,1,South-West,1.0,4.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,15.76142084987672,22.5240566,88.2710655
742,3,5040000.0,1200.0,"Nayabad, South 24 Parganas",2,1,South-East,2.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.43291683846023,22.477646,88.4399813
743,3,7200000.0,1260.0,"Adarsha Nagar, Kolkata",2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.789591722875162,22.5003756,88.3750985
744,3,6000000.0,1460.0,"Nayabad, South 24 Parganas",2,1,South-East,2.0,4.0,0,0,0,0,0,0.5,2,0,3,1,0,1,1,0,0,0,0,1,0,0,0,15.607270193858982,22.477646,88.4399813
745,2,3057000.0,861.0,"North Dum Dum, Kolkata",2,1,North-East,5.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.932944927991008,22.6344962,88.4157144
746,3,6802000.0,1308.0,"Action Area II, New Town",2,2,North-East,2.0,5.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.73272739156485,22.6129078,88.4665536
747,3,10500000.0,1450.0,"Action Area 1, Kolkata",2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,16.166885910365842,22.5743093,88.4558557
748,3,12000000.0,1749.0,"Action Area 1, Kolkata",3,1,South,2.0,4.0,0,0,0,0,0,0.5,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,16.300417291085605,22.5743093,88.4558557
749,2,2153000.0,769.0,"Konnagar, Hooghly",2,1,South-West,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,1,1,0,0,0,14.582373240814576,22.69972,88.3519784
750,2,4390000.0,878.0,"Rajarhat, North 24 Parganas",2,1,West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,15.29484001284176,22.6286173,88.44061
751,2,4300000.0,860.0,"Rajarhat, North 24 Parganas",2,1,East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.274125813221904,22.6286173,88.44061
752,2,2950000.0,870.0,"Narendrapur, South 24 Parganas",2,1,West,2.0,4.0,0,0,0,0,0,0.5,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,14.897316067298997,22.4541674,88.4183764
753,3,7000000.0,1000.0,"Action Area 2, Kolkata",2,1,North,1.0,4.0,0,0,0,0,0,-0.5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.76142084987672,22.6202131,88.4681187
754,2,3550000.0,816.0,"Rathtala, Kolkata North",2,1,North-East,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.0824584431417,22.5135613,88.3812157
755,3,14000000.0,1568.0,"Shyamnagar, North 24 Parganas",2,3,South-West,17.0,17.0,0,0,1,0,0,3.0,2,2,5,1,1,1,1,1,1,1,1,0,1,0,0,16.454567959008102,22.8285164,88.3801893
756,2,14500000.0,1100.0,"New Town, Kolkata",2,1,North-East,15.0,20.0,0,1,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.489659276356317,22.5959131,88.4878653
757,2,3040000.0,870.0,"Narendrapur, South 24 Parganas",2,1,West,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,14.92736840232972,22.4541674,88.4183764
758,3,16000000.0,1360.0,"Jodhpur Park, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,16.588099342704055,22.5056055,88.363674
759,2,9700000.0,1118.0,"Lake Gardens, Kolkata",2,1,South,1.0,3.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,16.08763654656639,22.5080547,88.3533289
760,3,6216000.0,1295.0,"Baranagar, Kolkata",2,1,South-West,3.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.64263733190477,22.6380124,88.3958929
761,3,10500000.0,1395.0,"BT Road, North 24 Parganas",3,1,South,8.0,24.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,16.166885910365842,22.7241945,88.4837829
762,2,6100000.0,850.0,"BT Road, North 24 Parganas",2,1,South,11.0,24.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.623799493077952,22.7241945,88.4837829
763,2,9500000.0,958.0,"Belgachia, Kolkata",2,2,East,10.0,18.0,0,0,0,0,0,3.0,2,0,4,1,0,0,1,0,0,1,1,0,1,0,0,16.066802461833923,22.6059241,88.3863913
764,3,5200000.0,1018.0,"Narendrapur, South 24 Parganas",2,1,South-East,1.0,4.0,0,0,0,0,0,0.5,2,0,6,1,0,1,1,1,0,1,1,1,1,0,0,15.46416937585933,22.4541674,88.4183764
765,2,3200000.0,850.0,"Bishnupur, Kolkata",2,1,North,2.0,4.0,0,0,0,0,0,3.0,1,0,8,1,1,1,1,1,1,1,1,1,1,0,0,14.978661680269909,22.4145089,88.2839351
766,3,10500000.0,1390.0,"Mukundapur, Kolkata",2,1,North,4.0,4.0,0,0,0,0,0,7.5,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,16.166885910365842,22.4956263,88.398449
767,3,4000000.0,1210.0,"Konnagar, Hooghly",3,1,South,1.0,4.0,0,0,0,0,0,0.5,2,0,4,1,1,1,0,1,1,0,0,1,1,0,0,15.201805169084134,22.69972,88.3519784
768,2,3676000.0,855.0,"Dum Dum Cantt, South Dumdum",2,1,South-East,1.0,5.0,0,0,0,0,0,0.5,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.117336034492498,22.6375838,88.412158
769,3,12500000.0,1480.0,"New Town, Kolkata",2,2,West,5.0,16.0,0,0,0,0,0,3.0,2,0,5,1,1,0,1,0,0,1,1,0,1,0,0,16.341239282272525,22.5959131,88.4878653
770,3,9500000.0,1460.0,"CE Block, New Town",2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,16.066802461833923,22.5758538,88.4586199
771,3,7400000.0,1251.0,"Fartabad, Garia",2,2,North-East,3.0,4.0,0,0,0,0,0,7.5,2,1,4,1,1,1,0,1,1,1,1,1,1,1,0,15.816990693309524,22.4662345,88.4025921
772,2,3200000.0,800.0,"Samajgarh, Bijoygarh, Kolkata",2,1,South,3.0,4.0,0,0,0,0,0,12.5,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14.978661680269909,22.4817518,88.3543065
773,3,13000000.0,1670.0,"New Town, Kolkata",3,2,South-West,7.0,12.0,0,0,0,0,0,0.5,2,0,12,1,1,1,1,1,1,1,1,1,1,0,0,16.380459992348886,22.5959131,88.4878653
774,2,9000000.0,1214.0,"New Town, Kolkata",2,2,South-West,15.0,33.0,0,0,0,0,0,3.0,2,2,4,1,1,1,1,1,1,1,1,0,1,0,0,16.012735246411598,22.5959131,88.4878653
775,3,10200000.0,1264.0,"EM Bypass, Kolkata South",2,1,North-West,6.0,27.0,0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,0,0,16.13789837629371,22.4690721,88.3912838
776,3,4986000.0,1108.0,"Nayabad, South 24 Parganas",2,1,South-East,1.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.422144743627191,22.477646,88.4399813
777,3,14400000.0,1284.0,"Gariahat, Kolkata",2,1,South-East,3.0,4.0,0,0,0,1,0,3.0,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,16.48273883399067,22.5194439,88.365148
778,3,16100000.000000002,1381.0,"Gariahat, Kolkata",2,1,South-East,2.0,4.0,0,0,0,1,0,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,16.59432989206649,22.5194439,88.365148
779,2,3306000.0,870.0,Rajarhat,2,1,North-West,2.0,4.0,0,0,0,0,0,3.0,2,0,5,1,0,1,1,1,1,0,0,1,1,0,0,15.0112498598434,25.7967438,89.5446589
780,3,6813000.0,1514.0,Rajarhat,2,2,South-East,2.0,4.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,0,0,1,1,0,0,15.734343256534013,25.7967438,89.5446589
781,3,10000000.0,1264.0,"EM Bypass, Kolkata South",2,1,South-East,10.0,27.0,0,0,0,0,0,7.5,2,0,2,1,1,1,1,1,1,1,1,0,0,0,0,16.118095750958314,22.4690721,88.3912838
782,3,9200000.0,1700.0,"Garia, Kolkata",2,1,North,2.0,7.0,0,0,0,0,0,3.0,2,0,4,1,0,1,1,1,1,1,1,0,1,0,0,16.034714150714915,22.4727076,88.3977962
783,2,2595000.0,811.0,"Sodepur, Kolkata North",2,1,North-East,5.0,6.0,0,0,0,0,0,0.5,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,14.769097459938507,22.7001796,88.3791567
784,3,6082000.0,1448.0,"Barrackpur-II, North 24 Parganas",2,1,South-West,4.0,6.0,0,0,0,0,0,0.5,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,15.620844311639033,22.9453159,88.4597926
785,2,3100000.0,837.0,"Airport, Dum Dum",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14.946912992035967,13.0479657,77.6452691
786,2,4018000.0,980.0,"Airport, Dum Dum",2,1,North,3.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15.206295073237026,13.0479657,77.6452691
787,3,4125000.0,1115.0,"Airport, Dum Dum",2,1,North-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15.232576820175131,13.0479657,77.6452691
788,2,3000000.0,811.0,"Airport, Dum Dum",2,1,East,3.0,5.0,0,0,0,0,0,3.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14.914123179965662,13.0479657,77.6452691
789,3,5400000.0,1350.0,"Airport, Dum Dum",2,1,East,1.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.501909696719672,13.0479657,77.6452691
790,2,3461999.9999999995,989.0,"Airport, Dum Dum",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.057357303568626,13.0479657,77.6452691
791,2,2730000.0,780.0,"Airport, Dum Dum",2,1,South-East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14.81981253346144,13.0479657,77.6452691
792,3,3815000.0,1100.0,"Airport, Dum Dum",2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15.154451484823856,13.0479657,77.6452691
793,3,6000000.0,1406.0,"Narendrapur, South 24 Parganas",2,1,South,5.0,7.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.607270193858982,22.4541674,88.4183764
794,3,4193000.0,1198.0,"Bhadrakali, Uttarpara",2,1,South-West,4.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,15.248927264645598,22.6743641,88.3432884
795,3,4162000.0,1287.0,"Narendrapur, South 24 Parganas",2,2,North-East,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,15.24150652620479,22.4541674,88.4183764
796,3,4216000.0,1240.0,"Narendrapur, South 24 Parganas",2,2,North-West,2.0,4.0,0,0,0,0,0,0.5,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,15.254397606394958,22.4541674,88.4183764
797,3,15000000.0,2185.0,"New Town, Kolkata",3,2,North-West,8.0,13.0,0,1,0,0,0,7.5,2,2,4,1,1,0,1,1,1,1,1,0,1,0,0,16.52356082573315,22.5959131,88.4878653
798,3,9500000.0,1200.0,"New Town, Kolkata",2,2,South,3.0,9.0,0,0,0,0,0,7.5,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,16.066802461833923,22.5959131,88.4878653
799,2,1893000.0,728.0,"Hind Motor, Uttarpara",2,1,South-West,4.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,1,1,0,0,0,14.453673958453338,22.6836507,88.3417989
800,3,2730000.0,1050.0,"Hind Motor, Uttarpara",2,1,South-East,4.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,0,1,1,1,0,0,0,14.81981253346144,22.6836507,88.3417989
801,2,2198000.0,785.0,"Hind Motor, Uttarpara",2,1,East,1.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.603058868904654,22.6836507,88.3417989
802,3,4032000.0,1440.0,"Hind Motor, Uttarpara",2,1,North-East,3.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,1,1,0,0,0,15.209773336749183,22.6836507,88.3417989
803,3,2850000.0,1000.0,"Hind Motor, Uttarpara",2,1,South-East,4.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.862829903121964,22.6836507,88.3417989
804,2,2163000.0,865.0,"Hind Motor, Uttarpara",2,1,North-East,4.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.58700716725594,22.6836507,88.3417989
805,2,2010000.0,773.0,"Hind Motor, Uttarpara",2,1,South-East,2.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.513645777547572,22.6836507,88.3417989
806,3,3538000.0000000005,931.0,Rajarhat,2,1,North-West,3.0,4.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,0,1,1,1,0,0,15.07907243634739,25.7967438,89.5446589
807,4,8707000.0,1935.0,Rajarhat,4,2,West,2.0,4.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,0,1,0,1,1,0,0,15.979637972660866,25.7967438,89.5446589
808,3,19600000.0,1085.0,"New Town, Kolkata",3,3,East,6.0,20.0,0,1,0,0,0,0.5,0,0,3,1,1,1,1,1,1,1,1,0,1,0,0,16.791040175221152,22.5959131,88.4878653
809,2,2635000.0,732.0,Rajarhat,2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,14.784394119464167,25.7967438,89.5446589
810,2,3575000.0,872.0,Rajarhat,2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,15.089476013830486,25.7967438,89.5446589
812,3,9000000.0,1070.0,"New Town, Kolkata",2,1,East,2.0,10.0,0,0,0,0,0,7.5,0,0,4,1,1,1,1,1,1,1,1,0,1,0,0,16.012735246411598,22.5959131,88.4878653
813,2,5100000.0,906.0,"Joka, Kolkata South",2,2,North,11.0,15.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.444751293772969,22.4440966,88.3017146
814,2,5400000.0,998.0,"Fartabad, Garia",2,1,South-East,4.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,15.501909696719672,22.4662345,88.4025921
816,3,10500000.0,1500.0,"Action Area 1, Kolkata",2,2,South-East,1.0,12.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,0,1,0,0,0,16.166885910365842,22.5743093,88.4558557
817,3,6200000.0,1379.0,"Garia, Kolkata",2,1,South-East,4.0,4.0,0,0,0,0,0,12.5,2,0,1,1,0,1,0,1,1,0,1,1,0,1,0,15.64006001130563,22.4727076,88.3977962
818,3,8200000.0,1150.0,"Action Area 1, Kolkata",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,0,0,1,0,0,0,15.919644834185693,22.5743093,88.4558557
819,3,3300000.0,815.0,"Baranagar, Kolkata",2,1,North,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,15.009433329466964,22.6380124,88.3958929
820,3,23500000.0,918.0,"New Town, Kolkata",3,2,North-West,17.0,20.0,0,0,1,0,0,3.0,0,0,4,1,1,1,0,1,0,1,1,0,1,0,0,16.97251102166758,22.5959131,88.4878653
821,2,14500000.0,1100.0,"New Town, Kolkata",2,1,North,10.0,20.0,0,0,1,0,0,3.0,2,0,5,1,1,1,0,1,0,1,1,0,1,0,0,16.489659276356317,22.5959131,88.4878653
822,2,10000000.0,1057.0,"New Town, Kolkata",2,1,North-East,6.0,18.0,0,1,0,0,0,3.0,2,0,2,1,0,0,0,0,0,1,1,0,1,0,0,16.118095750958314,22.5959131,88.4878653
823,3,13500000.0,1156.0,"New Town, Kolkata",2,1,South-West,2.0,18.0,0,0,1,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,16.41820031748273,22.5959131,88.4878653
824,2,3329999.9999999995,740.0,"Baranagar, Kolkata",1,1,South,3.0,5.0,0,0,0,0,0,3.0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,15.018483162256882,22.6380124,88.3958929
825,2,4600000.0,668.0,Kamalgazi,2,1,Missing,2.0,4.0,0,0,0,0,0,3.0,2,2,2,1,0,1,1,1,1,0,0,1,0,0,0,15.341567078850604,22.4495236,88.3955392
826,2,4100000.0,837.0,"Garia, Kolkata",2,1,East,3.0,3.0,0,0,0,0,0,3.0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,15.226497775576943,22.4727076,88.3977962
827,2,3200000.0,900.0,"Garia, South 24 Parganas",2,1,East,1.0,3.0,0,0,0,0,0,3.0,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,14.978661680269909,22.4662366,88.4050198
828,2,3800000.0,815.0,"Santoshpur, Kolkata",2,1,West,3.0,3.0,0,0,0,0,0,7.5,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,15.150511887854474,22.4960484,88.3822296
829,2,3450000.0,852.0,"Elachi P, South 24 Parganas",2,1,North-East,3.0,3.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.053885078862573,22.4286007,88.3882694
830,2,3600000.0,882.0,"Elachi P, South 24 Parganas",2,1,East,3.0,3.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.096444681204078,22.4286007,88.3882694
831,2,3800000.0,768.0,"Garia, Kolkata",2,1,North-East,4.0,4.0,0,0,0,0,0,7.5,0,0,7,1,1,1,1,1,1,1,1,1,1,0,0,15.150511887854474,22.4727076,88.3977962
832,2,4100000.0,975.0,"Garia, Kolkata",2,1,West,2.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.226497775576943,22.4727076,88.3977962
834,2,4640000.0,800.0,"Haltu, Kolkata",2,1,South-East,3.0,3.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,15.350225139719656,22.506758,88.3817559
835,4,55000000.0,4450.0,"New Town, Kolkata",4,2,South,26.0,32.0,0,0,0,1,0,7.5,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,17.822843761378564,22.5959131,88.4878653
836,3,14500000.0,1181.0,"Lake Temple Road, Kolkata",2,1,North-East,2.0,4.0,0,0,0,1,0,3.0,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,16.489659276356317,22.5108385,88.3492653
837,2,2490000.0,859.0,"New Barrackpur, North 24 Parganas",2,1,East,2.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.727793670047236,22.679688,88.4498321
838,2,2420000.0,803.0,Panihati,2,1,South-West,2.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.699278511355924,22.6950342,88.4073585
839,3,7500000.0,1300.0,Kamalgazi,2,1,North,3.0,4.0,0,0,0,0,0,7.5,2,0,4,1,1,0,0,0,0,1,1,0,1,0,0,15.830413711839864,22.4495236,88.3955392
840,3,7200000.0,1201.0,"Action Area 2, Kolkata",2,1,North-East,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15.789591722875162,22.6202131,88.4681187
841,3,6443000.000000001,1239.0,"New Garia, Kolkata",2,1,South-East,4.0,4.0,0,0,0,0,0,3.0,2,0,3,1,0,0,1,0,0,0,0,1,0,0,0,15.678504983327969,22.4727076,88.3977962
842,3,4500000.0,1100.0,"Rajarhat, North 24 Parganas",2,1,South-West,4.0,5.0,0,0,0,0,0,7.5,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,15.319588176962746,22.6286173,88.44061
843,3,11500000.0,1291.0,Rajarhat,2,2,South-East,5.0,13.0,0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,16.257857680289998,25.7967438,89.5446589
844,1,4000000.0,615.0,"New Town, Kolkata",2,1,South,1.0,10.0,0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,1,1,0,0,15.201805169084134,22.5959131,88.4878653
845,2,4040000.0,808.0,"Rajarhat, North 24 Parganas",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.211755497462054,22.6286173,88.44061
846,3,4800000.0,1107.0,"Nayabad, South 24 Parganas",2,1,South-East,1.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.38412668421143,22.477646,88.4399813
847,2,4505000.0,850.0,"Santoshpur, Kolkata",1,1,South-East,3.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.320698671000134,22.4960484,88.3822296
848,3,41000000.0,2630.0,"Alipore, Kolkata",3,1,South,2.0,10.0,0,0,0,0,0,3.0,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,17.529082649058825,22.5264928,88.3323692
849,2,2220000.0,764.0,Panihati,2,1,South-East,4.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.613018204298813,22.6950342,88.4073585
850,2,2275000.0,650.0,"Airport, Dum Dum",1,1,South,,,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.637491049927531,13.0479657,77.6452691
851,2,3157000.0,872.0,"Airport, Dum Dum",2,1,North-West,5.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.965133084296491,13.0479657,77.6452691
852,3,7859999.999999999,1497.0,"Rajarhat, North 24 Parganas",2,2,North-East,6.0,8.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.877297291631844,22.6286173,88.44061
853,2,6000000.0,885.0,"Char Park, Kolkata",2,1,South-East,6.0,9.0,0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,15.607270193858982,22.578579,88.3551327
854,3,9900000.0,1300.0,"BT Road, North 24 Parganas",3,1,North,11.0,24.0,0,0,0,0,0,3.0,2,1,2,1,0,0,0,0,0,1,1,0,1,0,0,16.108045416114916,22.7241945,88.4837829
855,2,5900000.0,840.0,"BT Road, North 24 Parganas",2,1,South,24.0,25.0,0,0,0,0,0,3.0,2,0,2,1,0,0,0,0,0,1,1,0,1,0,0,15.59046307836746,22.7241945,88.4837829
856,3,8300000.0,1300.0,"Kalikapur, Kolkata",2,1,South-West,1.0,3.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.931766193248746,22.5053017,88.4009957
