BHK,Price(lakhs),Area,Bathrooms,Balcony,Floor,Total_Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Latitude,Longitude,Floor_Ratio
3,57.64,1441.0,3,2,2.0,4.0,0,0,0,0,-1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.5
3,41.26,1115.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,13.0479657,77.6452691,0.25
2,30.0,740.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,1,0,1,22.3606792,88.4322502,0.5
3,53.0,1125.0,2,1,4.0,4.0,0,0,0,0,7.5,2,0,2,1,1,1,0,1,0,1,1,0,1,22.4727076,88.3977962,1.0
3,102.0,1350.0,2,1,10.0,10.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,25.7967438,89.5446589,1.0
3,76.0,1226.0,3,1,15.0,15.0,0,0,0,0,3.0,2,0,5,1,1,0,0,0,0,1,1,1,1,22.4727076,88.3977962,1.0
4,165.0,2160.0,3,2,15.0,25.0,0,0,0,0,0.5,2,0,2,1,0,0,1,0,0,1,1,0,1,22.7241945,88.4837829,0.6
2,44.0,918.0,2,1,2.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,22.3606792,88.4322502,0.1428571428571428
3,86.0,1349.0,2,1,6.0,11.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,25.7967438,89.5446589,0.5454545454545454
3,135.0,1290.0,2,1,10.0,13.0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,25.7967438,89.5446589,0.7692307692307693
2,72.0,920.0,2,1,5.0,9.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,25.7967438,89.5446589,0.5555555555555556
3,200.0,1415.0,2,1,8.0,25.0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,22.6564623,88.4467245,0.32
1,50.0,560.0,1,0,3.0,4.0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5743093,88.4558557,0.75
3,130.0,1670.0,3,2,7.0,12.0,0,0,0,0,3.0,2,0,11,1,1,1,1,1,1,1,1,1,1,22.5959131,88.4878653,0.5833333333333334
4,128.0,1817.0,3,1,9.0,13.0,0,0,0,0,3.0,2,1,3,1,0,0,0,0,0,1,1,0,1,22.6656371,88.3980035,0.6923076923076923
3,107.0,1264.0,2,1,3.0,12.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,22.5959131,88.4878653,0.25
4,180.0,2071.0,3,1,21.0,25.0,0,0,0,0,3.0,2,0,6,1,0,0,1,0,0,1,1,0,1,22.7241945,88.4837829,0.84
3,115.0,1261.0,2,1,9.0,12.0,0,0,0,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.75
2,60.0,950.0,2,1,3.0,5.0,0,0,0,0,7.5,0,2,0,0,1,1,0,1,1,0,0,0,0,22.5240566,88.2710655,0.6
2,63.0,980.0,2,1,3.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,22.6202131,88.4681187,0.75
3,72.5,1368.0,2,2,3.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,22.6202131,88.4681187,0.75
3,116.0,1400.0,3,1,6.0,10.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,25.7967438,89.5446589,0.6
3,240.0,1475.0,3,2,20.0,46.0,0,0,0,0,0.5,1,0,6,1,1,1,1,1,1,1,1,1,1,22.4956263,88.398449,0.4347826086956521
2,62.0,970.0,2,1,1.0,4.0,0,0,0,0,12.5,2,0,2,1,1,1,0,1,0,1,1,1,1,22.5008759,88.3739602,0.25
6,325.0,3000.0,4,3,3.0,4.0,0,0,0,0,7.5,2,0,1,1,1,1,0,0,0,1,0,0,0,22.5056055,88.363674,0.75
4,290.0,3620.0,4,3,3.0,22.0,0,0,0,1,12.5,2,0,6,1,1,1,0,1,1,1,1,1,1,22.4727076,88.3977962,0.1363636363636363
2,75.0,1027.0,2,1,4.0,11.0,0,0,0,0,3.0,2,0,4,1,0,1,0,1,0,1,1,1,1,22.477646,88.4399813,0.3636363636363636
3,45.0,931.0,2,2,1.0,10.0,0,0,0,0,0.5,2,0,4,1,1,0,1,1,1,1,1,1,1,22.4440966,88.3017146,0.1
3,69.0,1278.0,2,1,8.0,14.0,1,0,0,0,3.0,2,0,9,1,0,0,0,0,0,1,1,1,1,22.3606792,88.4322502,0.5714285714285714
3,56.0,1225.0,2,1,4.0,4.0,0,0,0,0,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,22.4727076,88.3977962,1.0
2,30.0,799.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,25.7967438,89.5446589,1.0
3,153.0,1551.0,2,2,1.0,13.0,0,1,1,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,22.6546116,88.4249902,0.0769230769230769
1,22.3,531.0,1,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,22.6546116,88.4249902,0.5
3,52.0,1060.0,2,1,8.0,29.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.7549951,88.3416672,0.2758620689655172
3,165.0,1373.0,2,2,12.0,17.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,22.4690721,88.3912838,0.7058823529411765
3,114.0,1360.0,2,1,11.0,11.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.578579,88.3551327,1.0
3,107.0,1650.0,2,1,1.0,4.0,0,1,0,0,7.5,2,1,3,1,1,1,1,1,1,0,1,0,1,22.4727076,88.3977962,0.25
4,210.0,2850.0,4,2,1.0,4.0,0,0,0,0,12.5,2,2,2,1,1,1,0,0,0,0,0,1,0,22.4933548,88.3433104,0.25
1,150.0,970.0,1,1,11.0,23.0,0,0,0,0,0.5,2,2,10,1,1,1,1,1,1,1,1,1,1,22.5959131,88.4878653,0.4782608695652174
3,165.0,2054.0,3,2,11.0,33.0,0,0,0,0,3.0,2,0,11,1,1,1,1,1,1,1,1,1,1,22.5959131,88.4878653,0.3333333333333333
3,95.0,1255.0,2,2,3.0,11.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.578579,88.3551327,0.2727272727272727
2,37.05,950.0,2,1,2.0,5.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.4
2,38.25,805.0,2,1,4.0,5.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.8
3,59.0,1000.0,2,1,13.0,15.0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,1,1,22.4440966,88.3017146,0.8666666666666667
3,66.0,1128.0,2,3,3.0,15.0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,1,1,22.4440966,88.3017146,0.2
3,137.00000000000003,1551.0,2,2,5.0,13.0,0,0,0,0,3.0,2,0,4,1,0,0,1,0,0,1,1,0,1,22.6546116,88.4249902,0.3846153846153846
2,60.0,1010.0,2,1,8.0,11.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.7272727272727273
2,51.0,1158.0,2,2,1.0,7.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.1428571428571428
3,92.0,1474.0,2,1,6.0,9.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.6666666666666666
3,123.0,1369.0,2,1,4.0,12.0,0,0,0,0,3.0,2,0,6,1,1,0,0,0,0,1,1,0,1,22.5959131,88.4878653,0.3333333333333333
3,94.0,1260.0,2,1,3.0,11.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.578579,88.3551327,0.2727272727272727
2,60.0,971.0,2,1,10.0,10.0,0,0,0,0,0.5,2,0,4,1,0,0,0,1,1,1,1,0,1,25.7967438,89.5446589,1.0
4,175.0,1493.0,3,1,2.0,4.0,0,0,0,1,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,22.5280337,88.3659084,0.5
3,63.0,1326.0,2,2,2.0,11.0,0,0,0,0,7.5,2,2,5,1,1,1,1,1,1,1,1,1,1,22.4873548,88.3133794,0.1818181818181818
2,41.0,1052.0,2,1,8.0,11.0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,22.4809986,88.284838,0.7272727272727273
2,55.0,940.0,2,1,4.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,22.4440966,88.3017146,0.2857142857142857
2,55.0,940.0,2,1,4.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,22.4440966,88.3017146,0.2857142857142857
2,52.0,890.0,2,2,12.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,22.4440966,88.3017146,0.8571428571428571
3,87.0,1412.0,2,2,1.0,5.0,0,0,0,0,7.5,2,2,2,1,1,1,1,1,1,0,0,1,0,22.501572,88.3209435,0.2
2,30.0,839.0,2,1,1.0,2.0,1,0,0,0,0.5,2,0,0,0,0,1,1,0,0,0,0,1,0,22.4727076,88.3977962,0.5
3,44.48,1055.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,0,0,22.5959131,88.4878653,0.5
3,85.0,1298.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5053017,88.4009957,0.75
2,51.0,860.0,2,2,4.0,15.0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,0,1,22.4440966,88.3017146,0.2666666666666666
2,85.0,1000.0,2,1,3.0,8.0,0,0,0,0,12.5,2,0,4,1,1,1,0,0,0,0,0,1,1,22.5363513,88.3542021,0.375
3,45.0,1200.0,2,2,1.0,4.0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.25
2,50.88,960.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,1,0,0,0,0,22.6202131,88.4681187,0.5
3,85.0,764.0,2,1,2.0,11.0,0,0,0,0,3.0,0,0,3,1,1,1,1,1,1,1,1,0,1,22.7241945,88.4837829,0.1818181818181818
4,250.0,2452.0,4,1,18.0,19.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,22.5008759,88.3739602,0.9473684210526316
3,211.0,1985.0,3,1,16.0,19.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,22.5008759,88.3739602,0.8421052631578947
3,55.0,1150.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,0,1,25.7967438,89.5446589,0.6
4,170.0,3500.0,4,2,3.0,4.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.75
2,77.0,910.0,2,1,3.0,24.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,22.7241945,88.4837829,0.125
4,245.0,1235.0,4,2,16.0,20.0,0,1,0,0,3.0,0,0,10,1,0,0,0,0,0,1,1,1,1,22.5959131,88.4878653,0.8
4,220.0,2621.0,4,3,4.0,22.0,0,0,0,0,3.0,2,0,6,1,0,0,0,0,0,1,1,1,1,22.5008759,88.3739602,0.1818181818181818
3,120.0,1328.0,2,1,10.0,27.0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,22.4690721,88.3912838,0.3703703703703703
3,75.0,1404.0,2,2,4.0,4.0,0,0,0,0,7.5,0,0,3,1,1,1,0,1,0,0,1,1,1,22.4662345,88.4025921,1.0
2,63.0,1145.0,2,3,3.0,6.0,0,1,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,22.9500602,88.4587242,0.5
2,65.0,1175.0,2,3,5.0,6.0,0,1,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,22.9500602,88.4587242,0.8333333333333334
2,57.0,1022.0,2,3,2.0,6.0,0,0,0,0,3.0,2,0,9,1,1,1,1,1,1,1,1,1,1,22.9500602,88.4587242,0.3333333333333333
3,52.0,1437.0,2,1,4.0,9.0,0,0,0,0,7.5,2,1,0,1,1,1,1,1,1,0,0,0,0,22.6950342,88.4073585,0.4444444444444444
3,74.0,1225.0,2,1,1.0,4.0,0,0,0,0,12.5,2,0,5,1,1,1,0,0,0,1,1,1,1,22.4690721,88.3912838,0.25
3,69.06,1303.0,2,2,1.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,22.6202131,88.4681187,0.25
3,120.0,1765.0,2,2,5.0,10.0,0,0,0,0,12.5,2,0,2,1,1,0,0,0,0,1,1,0,1,22.4727076,88.3977962,0.5
2,35.3,954.0,2,1,4.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,1,1,25.7967438,89.5446589,1.0
4,245.0,2945.0,4,2,9.0,13.0,1,0,0,0,12.5,2,0,5,1,1,0,0,1,1,1,1,1,1,22.4922238,88.3922906,0.6923076923076923
4,340.0,2800.0,3,1,17.0,17.0,0,0,0,1,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,22.498636,88.3453908,1.0
1,22.56,480.0,1,1,4.0,7.0,0,0,0,0,0.5,2,0,5,1,1,1,0,1,0,1,1,0,1,22.6344962,88.4157144,0.5714285714285714
2,22.5,750.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,0,0,0,0,22.6993196,88.3896675,1.0
4,550.0,3200.0,4,3,1.0,4.0,1,0,0,1,12.5,1,0,5,1,1,1,1,1,0,1,1,1,1,22.5280337,88.3659084,0.25
2,55.0,1158.0,2,2,6.0,7.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.8571428571428571
3,57.0,1160.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,22.4495236,88.3955392,0.75
2,62.0,920.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.5
3,86.0,1300.0,2,2,2.0,3.0,0,0,0,0,3.0,2,0,1,1,0,1,0,1,1,0,0,1,0,22.4727076,88.3977962,0.6666666666666666
2,50.0,1060.0,2,1,4.0,7.0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,22.4541674,88.4183764,0.5714285714285714
2,43.1,917.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.25
3,125.0,1468.0,3,1,4.0,7.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,0,1,1,22.4727076,88.3977962,0.5714285714285714
2,55.5,895.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.25
3,55.0,1100.0,2,1,1.0,3.0,0,0,0,0,3.0,2,0,1,0,0,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.3333333333333333
3,81.0,1200.0,2,1,1.0,3.0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.3333333333333333
2,67.0,980.0,2,1,3.0,3.0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,22.4727076,88.3977962,1.0
3,52.0,1200.0,2,1,1.0,4.0,0,0,0,0,12.5,2,0,2,1,1,1,1,1,1,0,0,1,1,22.4727076,88.3977962,0.25
3,76.0,1680.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.5
3,52.0,1338.0,2,1,1.0,5.0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,22.4541674,88.4183764,0.2
2,57.0,1060.0,2,1,3.0,5.0,0,0,0,0,7.5,2,2,3,1,1,1,1,1,1,1,1,1,1,22.4541674,88.4183764,0.6
3,68.0,1280.0,2,1,4.0,4.0,0,0,0,0,7.5,2,2,7,1,0,0,0,0,0,1,1,1,1,22.4662345,88.4025921,1.0
4,51.8,1400.0,4,2,1.0,3.0,1,0,0,0,3.0,2,0,1,1,0,1,1,1,0,0,0,1,0,22.4727076,88.3977962,0.3333333333333333
3,67.0,1202.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.6202131,88.4681187,1.0
3,86.0,1250.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,22.5743093,88.4558557,1.0
3,103.0,1341.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,22.5743093,88.4558557,0.25
3,69.19,1193.0,2,1,2.0,3.0,0,0,0,0,0.5,2,0,2,1,1,1,1,0,0,1,0,1,0,22.5053017,88.4009957,0.6666666666666666
3,52.0,1111.0,2,1,3.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,22.477646,88.4399813,1.0
3,78.0,1300.0,2,1,2.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,1,0,1,0,22.5053017,88.4009957,0.6666666666666666
3,70.41,1214.0,2,1,1.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,22.5240566,88.2710655,0.3333333333333333
2,24.0,600.0,2,1,3.0,4.0,0,0,0,0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,22.6469581,88.343612,0.75
2,70.0,842.0,2,1,4.0,24.0,0,0,0,0,0.5,2,0,5,1,1,1,1,1,1,1,1,1,1,22.7241945,88.4837829,0.1666666666666666
2,74.0,896.0,2,1,14.0,24.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,22.7241945,88.4837829,0.5833333333333334
3,230.0,1770.0,3,2,15.0,29.0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.5172413793103449
3,167.0,2185.0,4,3,3.0,21.0,0,0,0,1,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.1428571428571428
2,66.0,972.0,2,1,4.0,4.0,0,0,0,0,7.5,2,2,6,1,1,1,1,1,1,1,1,1,1,22.4727076,88.3977962,1.0
2,100.0,1464.0,2,2,6.0,21.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.2857142857142857
3,70.0,1320.0,2,2,1.0,3.0,0,0,0,0,3.0,2,2,0,1,1,1,0,0,1,0,0,1,0,22.5240566,88.2710655,0.3333333333333333
3,52.0,1040.0,2,1,23.0,26.0,0,0,0,0,0.5,2,1,7,1,1,1,1,1,1,1,1,1,1,22.7549951,88.3416672,0.8846153846153846
2,58.0,1054.0,2,1,6.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,22.6947839,88.4530183,1.0
2,53.0,1056.0,2,1,6.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,22.6947839,88.4530183,1.0
2,53.0,1023.0,2,1,5.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,22.6947839,88.4530183,0.8333333333333334
3,43.0,1108.0,2,1,2.0,4.0,1,0,0,0,0.5,2,0,7,1,1,1,0,1,1,1,1,1,1,22.3606792,88.4322502,0.5
2,37.0,820.0,2,1,2.0,4.0,1,0,0,0,3.0,2,0,8,1,1,1,0,0,1,1,1,1,1,22.3606792,88.4322502,0.5
3,75.0,1264.0,2,1,8.0,15.0,0,0,0,0,0.5,2,2,3,1,0,0,1,0,0,1,1,0,1,22.4690721,88.3912838,0.5333333333333333
4,300.0,4500.0,4,3,22.0,27.0,0,0,0,0,7.5,2,2,2,1,0,0,0,0,0,0,1,0,0,22.4690721,88.3912838,0.8148148148148148
2,38.0,890.0,2,1,4.0,5.0,0,0,0,0,3.0,0,0,3,1,1,1,0,1,1,1,1,0,1,25.7967438,89.5446589,0.8
3,60.0,1260.0,3,1,1.0,4.0,0,0,0,0,12.5,2,0,4,1,1,0,0,0,0,1,0,1,1,22.4690721,88.3912838,0.25
2,72.0,1105.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,5,1,1,1,1,0,1,1,0,1,1,22.5044355,88.3721663,0.5
3,170.0,1479.0,2,2,9.0,17.0,0,0,0,0,3.0,1,0,6,1,1,1,1,1,1,1,1,1,1,22.498636,88.3453908,0.5294117647058824
3,79.0,1567.0,3,1,3.0,7.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.4285714285714285
3,95.0,1250.0,2,2,4.0,11.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.578579,88.3551327,0.3636363636363636
3,96.0,1144.0,2,1,10.0,12.0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,22.5959131,88.4878653,0.8333333333333334
2,79.0,952.0,2,1,14.0,25.0,0,0,0,0,3.0,2,0,3,1,0,0,1,0,0,1,1,0,1,22.7241945,88.4837829,0.56
2,42.0,1000.0,2,1,4.0,4.0,0,0,1,0,12.5,2,1,3,1,1,0,0,0,1,0,0,1,0,22.7241945,88.4837829,1.0
3,95.0,1480.0,3,2,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5758538,88.4586199,1.0
3,102.0,1480.0,3,3,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5743093,88.4558557,1.0
2,59.0,989.0,2,1,5.0,6.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,22.6947839,88.4530183,0.8333333333333334
3,85.0,1250.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,22.5743093,88.4558557,0.25
2,63.0,891.0,2,1,2.0,16.0,0,0,0,0,3.0,2,0,3,1,1,0,1,1,1,1,1,0,1,22.4690721,88.3912838,0.125
2,50.83,959.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,22.6129078,88.4665536,0.8
3,100.0,1300.0,2,1,1.0,4.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6001077,88.4066981,0.25
2,45.0,979.0,2,1,2.0,3.0,0,0,0,0,3.0,2,0,3,1,1,1,0,0,0,0,0,1,0,22.477646,88.4399813,0.6666666666666666
3,110.0,1454.0,2,1,7.0,20.0,0,0,0,0,3.0,2,1,5,1,1,1,1,1,1,1,1,1,1,22.4690721,88.3912838,0.35
2,32.08,867.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,1,1,25.7967438,89.5446589,0.5
2,35.48,959.0,2,1,4.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,1,1,25.7967438,89.5446589,1.0
2,32.55,1050.0,2,1,1.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.6950342,88.4073585,0.25
2,30.13,837.0,2,1,5.0,5.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,1.0
3,115.0,1264.0,3,1,14.0,27.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,22.4690721,88.3912838,0.5185185185185185
2,28.0,730.0,2,1,3.0,3.0,0,0,0,0,12.5,2,2,1,1,1,0,0,0,0,0,0,0,0,22.4873548,88.3133794,1.0
3,75.47,1424.0,2,1,7.0,20.0,1,0,0,0,3.0,2,0,4,1,1,0,0,0,0,1,1,0,1,22.4541674,88.4183764,0.35
3,71.2,1424.0,2,1,7.0,19.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,22.4541674,88.4183764,0.3684210526315789
3,68.88,1379.0,2,2,13.0,19.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,22.4541674,88.4183764,0.6842105263157895
2,58.58,1011.0,2,1,9.0,9.0,0,0,0,0,3.0,2,0,4,1,1,0,0,1,1,0,0,1,0,22.4541674,88.4183764,1.0
3,65.0,1049.0,2,1,4.0,4.0,0,0,0,0,0.5,2,0,3,1,0,0,0,0,0,1,1,1,1,22.477646,88.4399813,1.0
3,60.0,1223.0,3,1,2.0,3.0,0,0,0,0,3.0,2,0,2,1,1,0,0,0,0,1,0,1,0,22.477646,88.4399813,0.6666666666666666
3,86.0,889.0,2,1,15.0,24.0,0,0,0,0,3.0,0,0,5,1,1,1,1,1,1,1,1,1,1,22.7241945,88.4837829,0.625
2,24.5,827.0,2,1,3.0,4.0,0,0,1,0,3.0,2,1,0,1,1,1,1,1,1,0,0,0,0,22.679688,88.4498321,0.75
2,22.5,844.0,2,1,1.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.679688,88.4498321,0.25
3,55.0,901.0,2,1,5.0,14.0,0,0,0,0,0.5,1,0,1,1,0,0,0,0,0,0,1,0,0,22.5932398,88.3441315,0.3571428571428571
3,52.0,901.0,2,1,7.0,14.0,0,0,0,0,0.5,1,0,1,1,1,1,0,1,1,0,1,0,0,22.5932398,88.3441315,0.5
3,78.0,1185.0,2,2,9.0,11.0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,22.6286173,88.44061,0.8181818181818182
2,22.7,810.0,2,1,2.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.679688,88.4498321,0.5
3,69.0,1231.0,2,3,1.0,6.0,0,0,0,0,3.0,2,0,9,1,1,1,1,1,1,1,1,1,1,22.9500602,88.4587242,0.1666666666666666
2,22.2,765.0,2,1,4.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.679688,88.4498321,1.0
3,58.5,1300.0,2,1,2.0,4.0,0,0,1,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,22.9500602,88.4587242,0.5
2,36.0,890.0,2,1,1.0,3.0,1,0,0,0,3.0,2,0,0,0,0,1,1,1,0,0,0,1,0,22.4727076,88.3977962,0.3333333333333333
3,28.53,1019.0,2,1,1.0,5.0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,1,0,22.69972,88.3519784,0.2
2,27.45,915.0,2,1,2.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,1,1,0,22.69972,88.3519784,0.4
3,34.41,1110.0,2,1,5.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,22.69972,88.3519784,1.0
2,17.99,692.0,2,1,2.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,22.69972,88.3519784,0.4
2,20.07,772.0,2,1,1.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,22.69972,88.3519784,0.2
