BHK,Price,Area,Bathrooms,Balcony,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,Latitude,Longitude,Floor_Ratio
3,7500000.0,1384.0,2,2,4.0,4.0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6286173,88.44061,1.0
3,9800000.0,830.0,2,2,1.0,13.0,0,0,0,0,0.5,0,0,6,1,1,1,1,1,1,1,1,1,1,0,0,22.6546116,88.4249902,0.07692307692307693
2,11200000.000000002,1202.0,2,1,7.0,7.0,0,0,0,0,12.5,2,2,3,1,0,1,0,0,1,0,1,1,1,0,0,22.5789725,88.3915174,1.0
4,8800000.0,3200.0,4,1,2.0,2.0,0,0,1,1,12.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,22.4440966,88.3017146,1.0
2,4500000.0,831.0,2,0,4.0,5.0,0,0,0,0,12.5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,22.501572,88.3209435,0.8
2,4300000.0,1158.0,2,0,2.0,6.0,0,0,0,0,12.5,2,0,2,1,0,1,0,1,0,1,0,0,0,0,0,22.4734143,88.3608305,0.3333333333333333
2,3000000.0,736.0,2,1,5.0,10.0,0,0,0,0,7.5,2,2,2,1,0,1,0,1,1,1,0,0,0,0,0,22.5802652,88.2560296,0.5
2,2600000.0,680.0,1,0,1.0,3.0,0,0,0,0,0.5,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,22.4599654,88.3645317,0.3333333333333333
3,3500000.0,1114.0,2,1,2.0,5.0,0,0,0,0,3.0,2,1,2,1,1,1,0,1,1,0,1,1,1,0,0,22.5744025,88.0188847,0.4
3,7200000.0,1124.0,2,1,2.0,3.0,0,0,0,0,12.5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,22.5240566,88.2710655,0.6666666666666666
3,5600000.0,1116.0,2,1,2.0,5.0,0,0,0,0,3.0,2,2,3,1,1,1,0,1,0,1,0,1,0,0,0,22.8909117,88.3702844,0.4
2,8200000.0,954.0,2,1,14.0,23.0,0,0,0,0,0.5,1,0,3,1,1,1,1,1,1,1,1,1,1,0,0,22.6286173,88.44061,0.6086956521739131
3,4700000.0,1015.0,2,1,3.0,4.0,0,0,1,0,3.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,22.5837959,88.4351768,0.75
2,7000000.0,650.0,2,1,2.0,4.0,0,0,0,0,12.5,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,22.7241945,88.4837829,0.5
3,7800000.0,792.0,3,2,12.0,14.0,0,0,0,0,0.5,0,0,3,1,1,1,0,1,1,1,1,0,1,0,0,22.4440966,88.3017146,0.8571428571428571
2,3400000.0,774.0,2,1,4.0,5.0,0,0,0,0,3.0,1,2,1,1,0,0,1,0,0,1,1,0,1,0,0,25.7967438,89.5446589,0.8
3,7770999.999999999,1274.0,2,1,2.0,2.0,0,0,0,0,7.5,2,0,1,1,1,1,1,1,0,1,0,0,0,0,0,22.5240566,88.2710655,1.0
2,3800000.0,970.0,2,1,2.0,3.0,0,0,0,0,12.5,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,22.4541674,88.4183764,0.6666666666666666
3,11000000.0,1490.0,2,1,3.0,3.0,0,0,0,0,12.5,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,22.5191703,88.3847542,1.0
2,2500000.0,592.0,1,1,3.0,4.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.7241945,88.4837829,0.75
2,9000000.0,1118.0,2,0,2.0,17.0,0,0,1,0,3.0,2,0,5,1,1,1,0,1,1,1,1,1,1,0,0,22.4690721,88.3912838,0.11764705882352941
3,12500000.0,1809.0,3,2,25.0,29.0,0,0,0,0,7.5,2,1,6,1,1,1,1,1,1,1,1,1,1,0,0,22.5932398,88.3441315,0.8620689655172413
4,32000000.0,3390.0,4,1,17.0,18.0,0,0,1,1,12.5,1,2,3,1,1,1,1,1,1,1,1,0,1,0,0,22.5959131,88.4878653,0.9444444444444444
2,2600000.0,740.0,2,1,9.0,14.0,0,0,0,0,3.0,1,0,3,1,0,0,0,0,0,1,1,0,1,0,0,22.5440241,88.2696868,0.6428571428571429
3,5500000.0,1250.0,2,1,2.0,5.0,0,0,0,0,3.0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,22.6286173,88.44061,0.4
2,8000000.0,958.0,2,1,3.0,4.0,0,0,0,0,12.5,2,2,5,1,0,1,0,0,0,1,0,1,0,0,0,22.4735864,88.3606732,0.75
3,13500000.0,1200.0,2,1,1.0,4.0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5708433,88.411041,0.25
3,10700000.0,1665.0,2,1,7.0,11.0,0,0,0,0,7.5,2,2,4,1,1,0,0,1,1,1,0,0,1,0,0,22.4690721,88.3912838,0.6363636363636364
2,12500000.0,1116.0,2,1,2.0,4.0,0,0,0,0,7.5,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,22.5551591,88.3501171,0.5
3,9000000.0,1450.0,2,2,3.0,11.0,0,0,0,0,0.5,1,2,5,1,0,0,0,0,0,1,1,0,1,0,0,22.6670459,88.3411458,0.2727272727272727
3,6000000.0,1337.0,2,1,3.0,4.0,0,0,0,0,3.0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,22.5932398,88.3441315,0.75
3,12000000.0,1345.0,2,1,2.0,5.0,1,0,1,0,12.5,0,2,6,1,1,1,1,0,1,0,0,1,0,0,0,22.5264928,88.3323692,0.4
3,4900000.0,1120.0,2,1,2.0,3.0,0,0,0,0,12.5,0,0,3,1,1,1,0,1,1,0,1,1,1,0,0,22.501572,88.3209435,0.6666666666666666
2,2800000.0,809.0,2,1,4.0,5.0,0,1,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,1,1,0,0,25.7967438,89.5446589,0.8
4,20300000.0,1700.0,3,1,2.0,4.0,0,0,0,0,12.5,1,0,2,1,1,1,0,1,1,0,0,1,0,0,0,22.6286173,88.44061,0.5
3,41000000.0,2550.0,3,2,4.0,45.0,0,0,0,0,-1.42,2,0,2,1,0,0,0,0,0,0,1,0,1,0,0,22.4690721,88.3912838,0.08888888888888889
1,2200000.0,567.0,1,1,3.0,4.0,0,0,0,0,12.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22.501572,88.3209435,0.75
2,4600000.0,632.0,2,1,9.0,22.0,0,0,0,0,3.0,0,2,4,1,1,1,1,1,1,1,1,0,1,0,0,22.7549951,88.3416672,0.4090909090909091
2,1800000.0,500.0,1,1,3.0,4.0,0,0,0,0,12.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22.5697,88.3630976,0.75
2,3500000.0,1050.0,1,1,3.0,4.0,0,0,0,0,12.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4662366,88.4050198,0.75
2,4200000.0,897.0,2,1,5.0,5.0,0,0,0,0,7.5,2,1,3,1,1,0,1,0,0,1,1,0,1,0,0,22.6380124,88.3958929,1.0
3,24000000.0,1677.0,3,1,3.0,4.0,0,0,0,1,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.4956263,88.398449,0.75
2,4500000.0,987.0,2,1,4.0,5.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.6182558,88.393065,0.8
3,8200000.0,1295.0,3,1,10.0,18.0,0,0,0,0,3.0,2,1,8,1,1,0,0,0,0,1,1,1,1,0,0,22.4727076,88.3977962,0.5555555555555556
3,13500000.0,1400.0,2,2,6.0,13.0,0,0,0,0,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5959131,88.4878653,0.46153846153846156
3,3600000.0,1012.0,2,1,2.0,3.0,0,0,0,0,12.5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22.4872704,88.3685589,0.6666666666666666
2,4300000.0,720.0,2,1,2.0,4.0,0,0,0,0,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5117562,88.3538887,0.5
3,3432000.0,1144.0,2,1,2.0,5.0,0,0,0,0,0.5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,22.9420463,88.4147984,0.4
2,4900000.0,1017.0,2,2,1.0,4.0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4440966,88.3017146,0.25
2,5500000.0,915.0,2,1,3.0,14.0,0,0,0,0,0.5,2,0,4,1,1,1,0,1,1,1,1,0,1,0,0,22.3606792,88.4322502,0.21428571428571427
2,3500000.0,677.0,2,1,1.0,2.0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4727076,88.3977962,0.5
3,7200000.0,1265.0,2,1,3.0,4.0,0,0,0,0,7.5,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,22.4662345,88.4025921,0.75
3,7000000.0,1270.0,2,1,3.0,4.0,0,0,0,0,12.5,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,22.4727076,88.3977962,0.75
2,2600000.0,780.0,2,1,2.0,2.0,0,1,1,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4735864,88.3606732,1.0
2,3500000.0,1100.0,2,1,3.0,4.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9500602,88.4587242,0.75
4,25000000.0,2000.0,4,3,1.0,6.0,0,0,0,0,12.5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,22.5395543,88.3584527,0.16666666666666666
2,3200000.0,805.0,2,1,3.0,3.0,0,0,0,0,12.5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,22.6433833,88.424659,1.0
3,6400000.0,1293.0,2,1,5.0,5.0,0,0,0,0,12.5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,22.578579,88.3551327,1.0
3,8700000.0,1292.0,2,0,8.0,9.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.498636,88.3453908,0.8888888888888888
3,6948000.0,1198.0,2,1,4.0,7.0,0,0,0,0,-0.25,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,22.6210988,88.3978255,0.5714285714285714
2,3500000.0,980.0,2,1,1.0,3.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.613274,88.4246327,0.3333333333333333
3,5206000.0,1157.0,2,1,2.0,3.0,0,0,0,0,-0.25,2,0,6,1,1,1,1,1,1,0,0,1,0,0,0,26.1692257,91.8294037,0.6666666666666666
2,2700000.0,820.0,1,1,1.0,3.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4803617,88.3377899,0.3333333333333333
2,4200000.0,838.0,2,1,4.0,4.0,0,0,0,0,12.5,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,22.6380124,88.3958929,1.0
3,4400000.0,1238.0,2,1,1.0,1.0,0,0,1,0,12.5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,22.613274,88.4246327,1.0
2,4900000.0,1000.0,2,2,5.0,5.0,0,0,0,0,12.5,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,22.498636,88.3453908,1.0
2,3400000.0,899.0,2,1,3.0,5.0,0,0,0,0,3.0,2,1,2,1,1,1,1,0,0,0,0,1,0,0,0,22.6380124,88.3958929,0.6
3,9100000.0,1188.0,2,3,1.0,12.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.5959131,88.4878653,0.08333333333333333
2,5500000.0,970.0,2,1,1.0,3.0,0,0,0,0,12.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.4954675,88.3166809,0.3333333333333333
2,4000000.0,1050.0,2,1,3.0,4.0,0,0,0,0,12.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,22.6001077,88.4066981,0.75
2,6150000.0,795.0,2,1,2.0,4.0,0,0,0,0,-0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.495499,88.3709006,0.5
3,13000000.0,686.0,2,2,1.0,20.0,0,0,0,0,7.5,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,22.5959131,88.4878653,0.05
3,15000000.0,1122.0,2,2,1.0,4.0,0,1,1,0,3.0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,22.6286173,88.44061,0.25
3,5430000.0,905.0,2,1,1.0,4.0,0,1,0,0,0.5,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,22.578579,88.3551327,0.25
2,11000000.0,1075.0,2,1,2.0,4.0,0,0,0,0,12.5,2,2,3,1,1,1,1,1,0,0,0,1,0,0,0,22.5326057,88.3546062,0.5
3,7200000.0,1110.0,2,1,1.0,4.0,0,0,0,0,7.5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,22.5135613,88.3812157,0.25
3,7300000.0,1380.0,2,2,2.0,4.0,0,0,0,0,7.5,2,0,6,1,1,0,1,1,1,1,1,1,1,0,0,22.4662345,88.4025921,0.5
2,4300000.0,950.0,2,1,2.0,4.0,0,0,0,0,12.5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,22.4809986,88.284838,0.5
2,4000000.0,812.0,2,0,3.0,4.0,0,0,0,0,7.5,2,2,3,1,1,1,0,1,1,0,0,1,1,0,0,22.4440966,88.3017146,0.75
2,3000000.0,476.0,2,0,3.0,4.0,0,0,0,0,-1.0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,22.4727076,88.3977962,0.75
2,6000000.0,1800.0,2,1,5.0,5.0,0,0,0,0,12.5,2,2,2,1,1,0,0,0,0,1,1,0,1,0,0,25.7967438,89.5446589,1.0
2,5700000.0,823.0,2,2,3.0,4.0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5708433,88.411041,0.75
2,4700000.0,1100.0,2,1,1.0,5.0,0,0,0,0,3.0,2,2,0,1,1,1,0,1,1,1,1,0,0,0,0,22.6286173,88.44061,0.2
2,5600000.0,996.0,2,1,15.0,21.0,0,0,0,0,3.0,0,0,5,1,1,0,1,0,0,1,1,0,1,0,0,22.7001796,88.3791567,0.7142857142857143
3,13500000.0,1288.0,2,2,2.0,4.0,0,0,0,0,12.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22.5056055,88.363674,0.5
3,6800000.0,1181.0,2,1,3.0,4.0,0,0,0,0,0.5,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,22.6286173,88.44061,0.75
3,10500000.0,1170.0,2,1,5.0,7.0,0,0,0,0,7.5,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,22.5008759,88.3739602,0.7142857142857143
3,8500000.0,1860.0,3,2,1.0,4.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,22.4541674,88.4183764,0.25
2,5600000.0,1200.0,2,1,12.0,13.0,0,0,0,0,12.5,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,22.5685792,88.2942109,0.9230769230769231
2,2300000.0,715.0,1,1,2.0,3.0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6530765,88.3805962,0.6666666666666666
2,4000000.0,835.0,2,1,2.0,3.0,0,0,0,0,7.5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22.477646,88.4399813,0.6666666666666666
1,2000000.0,560.0,1,1,5.0,5.0,0,0,0,0,7.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22.6182558,88.393065,1.0
1,2115000.0,470.0,1,1,3.0,4.0,0,0,0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5008759,88.3739602,0.75
2,3200000.0,650.0,2,2,1.0,2.0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6065505,88.3952451,0.5
1,2200000.0,556.0,1,1,3.0,4.0,0,0,0,0,12.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22.5008759,88.3739602,0.75
3,5800000.0,1039.0,2,1,17.0,29.0,0,0,0,0,0.5,2,0,6,1,0,0,0,0,0,0,1,1,1,0,0,22.7549951,88.3416672,0.5862068965517241
4,30000000.0,2400.0,3,0,1.0,5.0,0,1,0,1,7.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5100135,88.3493094,0.2
3,7350000.0,876.0,2,1,3.0,4.0,0,0,0,0,0.5,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,22.5959131,88.4878653,0.75
2,4500000.0,916.0,2,1,2.0,4.0,0,0,0,0,3.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,22.6380124,88.3958929,0.5
3,6500000.0,1275.0,2,1,1.0,3.0,0,0,0,0,12.5,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,22.5053017,88.4009957,0.3333333333333333
3,7300000.0,1315.0,2,1,2.0,4.0,0,0,0,0,7.5,2,0,2,1,1,1,0,1,1,1,0,0,1,0,0,22.4662345,88.4025921,0.5
3,4600000.0,987.0,2,1,5.0,11.0,0,0,0,0,3.0,2,0,4,1,1,0,0,0,0,1,1,0,1,0,0,22.7240295,88.4889199,0.45454545454545453
3,7500000.0,1510.0,2,2,11.0,12.0,0,0,0,0,3.0,2,1,2,1,1,1,0,1,1,1,0,0,1,0,0,22.4495236,88.3955392,0.9166666666666666
3,12500000.0,1750.0,2,2,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,22.5743093,88.4558557,0.5
2,3100000.0,745.0,2,1,1.0,3.0,0,0,0,0,7.5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,22.4727076,88.3977962,0.3333333333333333
2,3200000.0,675.0,2,1,2.0,6.0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5053017,88.4009957,0.3333333333333333
2,3200000.0,1260.0,2,1,2.0,4.0,0,0,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7109969,88.4699989,0.5
2,2300000.0,780.0,2,1,4.0,4.0,0,0,0,0,7.5,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,22.6950342,88.4073585,1.0
2,10000000.0,1150.0,2,2,3.0,4.0,0,0,0,0,12.5,2,0,5,1,0,0,1,0,0,1,1,1,1,0,0,22.6059241,88.3863913,0.75
2,2700000.0,900.0,2,1,3.0,6.0,0,0,0,0,7.5,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,22.6129078,88.4665536,0.5
3,6000000.0,1171.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,22.501572,88.3209435,0.8
2,4000000.0,830.0,2,1,3.0,3.0,0,0,0,0,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5044355,88.3721663,1.0
3,11200000.000000002,1460.0,2,1,10.0,10.0,0,0,0,0,7.5,2,2,5,1,1,0,0,1,1,1,1,1,1,0,0,22.5008759,88.3739602,1.0
3,10800000.0,1152.0,2,1,4.0,18.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,22.5008759,88.3739602,0.2222222222222222
2,3600000.0,850.0,2,1,1.0,4.0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.501572,88.3209435,0.25
2,4000000.0,850.0,2,1,1.0,4.0,0,0,0,0,3.0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,22.4145089,88.2839351,0.25
2,3690000.0,945.0,2,1,2.0,4.0,0,0,0,0,7.5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,22.501572,88.3209435,0.5
3,12500000.0,1359.0,2,1,12.0,12.0,0,0,0,0,0.5,2,0,3,1,1,1,0,1,0,1,1,0,1,0,0,22.5959131,88.4878653,1.0
3,6000000.0,1130.0,2,1,3.0,4.0,0,0,0,0,12.5,2,0,4,1,1,0,0,1,1,1,1,0,1,0,0,22.4727076,88.3977962,0.75
2,4750000.0,975.0,2,2,4.0,4.0,0,0,0,0,7.5,2,1,2,1,0,1,1,0,1,0,1,1,0,0,0,22.6286173,88.44061,1.0
1,2000000.0,509.0,1,0,3.0,8.0,0,0,0,0,7.5,2,1,6,1,1,1,1,1,1,1,0,0,1,0,0,22.7240295,88.4889199,0.375
1,2600000.0,415.0,1,1,2.0,3.0,0,0,0,0,12.5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,22.5044355,88.3721663,0.6666666666666666
2,2100000.0,620.0,1,1,2.0,3.0,0,0,0,0,7.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22.7720477,88.3986838,0.6666666666666666
3,11000000.0,1480.0,2,2,2.0,4.0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,22.5655274,88.4909785,0.5
3,16500000.0,1550.0,2,1,12.0,15.0,0,0,0,0,3.0,2,2,11,1,1,1,1,1,1,1,1,1,1,0,0,22.5959131,88.4878653,0.8
2,6200000.0,822.0,2,1,5.0,5.0,0,0,0,0,3.0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,22.5565107,88.3795946,1.0
3,8500000.0,1265.0,2,1,4.0,12.0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1018905,88.3745163,0.3333333333333333
3,8700000.0,1274.0,2,1,7.0,11.0,0,0,0,0,3.0,2,2,5,1,1,1,1,1,1,1,1,1,1,0,0,22.4495236,88.3955392,0.6363636363636364
2,6100000.0,975.0,2,1,2.0,19.0,0,0,0,0,3.0,2,0,4,1,1,0,0,0,0,1,1,0,1,0,0,25.7967438,89.5446589,0.10526315789473684
2,4000000.0,1100.0,2,1,4.0,5.0,0,0,0,0,12.5,2,2,8,1,1,1,0,1,1,1,1,1,0,0,0,22.3786111,88.3175824,0.8
2,8500000.0,1053.0,2,1,10.0,13.0,0,0,0,0,0.5,2,0,2,1,1,1,0,1,0,1,1,0,1,0,0,22.578579,88.3551327,0.7692307692307693
2,6600000.0,1010.0,2,1,9.0,11.0,0,0,0,0,3.0,2,2,8,1,1,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.8181818181818182
2,3800000.0,956.0,2,1,4.0,5.0,0,0,0,0,12.5,0,2,4,1,1,0,0,0,0,1,1,0,1,0,0,13.0479657,77.6452691,0.8
3,17500000.0,1495.0,2,1,4.0,9.0,0,0,0,0,12.5,1,1,5,1,1,0,0,0,0,1,1,1,1,0,0,22.5376181,88.3158211,0.4444444444444444
3,8500000.0,1220.0,2,1,1.0,4.0,0,0,0,0,3.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22.5959131,88.4878653,0.25
2,3500000.0,875.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,22.6546116,88.4249902,0.5
3,9900000.0,1300.0,3,1,21.0,24.0,0,0,0,0,3.0,2,0,2,1,0,0,0,0,0,1,1,0,1,0,0,22.7241945,88.4837829,0.875
2,4225000.0,529.0,2,1,6.0,12.0,0,0,0,0,0.5,0,0,4,1,1,1,0,1,1,1,1,0,1,0,0,22.7241945,88.4837829,0.5
3,6000000.0,1200.0,3,2,4.0,4.0,0,0,1,0,12.5,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,22.6469581,88.343612,1.0
2,3400000.0,848.0,2,1,2.0,3.0,0,0,0,0,12.5,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,22.4727076,88.3977962,0.6666666666666666
2,4536000.0,1080.0,2,1,5.0,6.0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9500602,88.4587242,0.8333333333333334
2,2750000.0,624.0,2,1,1.0,4.0,0,0,0,0,12.5,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,22.4851657,88.339032,0.25
3,4800000.0,1127.0,2,2,5.0,7.0,0,0,0,0,0.5,1,0,3,1,1,1,0,1,1,0,1,0,1,0,0,22.4541674,88.4183764,0.7142857142857143
2,2200000.0,723.0,2,1,1.0,4.0,0,0,0,0,7.5,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,22.7549951,88.3416672,0.25
2,5200000.0,1200.0,2,1,5.0,5.0,0,0,1,0,12.5,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,22.6286173,88.44061,1.0
2,3600000.0,868.0,2,2,1.0,5.0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.506758,88.3817559,0.2
3,6800000.0,1254.0,2,1,6.0,19.0,0,0,0,0,7.5,2,1,4,1,1,0,1,1,0,1,1,1,1,0,0,22.7001796,88.3791567,0.3157894736842105
2,6559999.999999999,818.0,2,2,5.0,12.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.5959131,88.4878653,0.4166666666666667
3,12200000.0,1238.0,2,1,15.0,18.0,0,0,0,0,0.5,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,22.4690721,88.3912838,0.8333333333333334
3,25000000.0,1710.0,3,1,2.0,7.0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,22.5179974,88.3577197,0.2857142857142857
2,4963000.0,1056.0,2,1,4.0,7.0,0,0,0,0,0.5,2,0,4,1,1,1,0,1,1,1,1,0,1,0,0,22.6344962,88.4157144,0.5714285714285714
3,4901000.0,1167.0,2,1,4.0,6.0,0,0,0,0,0.5,2,0,1,1,0,1,0,1,0,1,0,0,0,0,0,22.9500602,88.4587242,0.6666666666666666
4,24500000.0,2200.0,4,1,5.0,12.0,0,0,0,1,0.5,2,0,12,1,1,1,1,1,1,1,1,1,1,0,0,22.5959131,88.4878653,0.4166666666666667
2,2900000.0,840.0,2,1,4.0,4.0,0,0,0,0,3.0,0,2,0,1,1,1,0,1,1,1,1,0,0,0,0,22.2523362,88.306594,1.0
2,5200000.0,918.0,2,1,8.0,14.0,0,0,0,0,3.0,2,0,9,1,0,0,0,0,0,1,1,1,1,0,0,22.3606792,88.4322502,0.5714285714285714
3,6500000.0,1275.0,2,1,3.0,4.0,0,0,0,0,12.5,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,22.4727076,88.3977962,0.75
2,2100000.0,627.0,1,1,4.0,4.0,0,0,0,0,7.5,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,22.4727076,88.3977962,1.0
3,5200000.0,1185.0,2,1,2.0,4.0,0,0,0,0,7.5,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,22.4441922,88.4325557,0.5
3,7500000.0,1251.0,2,2,3.0,4.0,0,0,0,0,7.5,2,1,5,1,1,0,1,1,1,1,1,1,1,0,0,22.4662345,88.4025921,0.75
3,8500000.0,1209.0,3,1,9.0,18.0,0,0,0,0,3.0,2,2,9,1,1,1,1,1,1,1,1,1,1,0,0,22.4727076,88.3977962,0.5
3,11000000.0,1693.0,3,1,3.0,4.0,0,0,0,0,3.0,2,0,3,1,1,0,1,0,0,0,1,0,1,0,0,22.5053017,88.4009957,0.75
4,17000000.0,1493.0,3,1,4.0,4.0,0,0,0,1,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,22.5280337,88.3659084,1.0
2,3500000.0,850.0,2,1,1.0,3.0,0,0,0,0,3.0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,22.501572,88.3209435,0.3333333333333333
